crop1,crop2,source,type,Reason,Sens
Bourrache,"Choux (cabus, fleur, chinois, milan, frisé, rave)",3,+,,
Bourrache,"Choux (cabus, fleur, chinois, milan, frisé, rave)",23,+,,
Bourrache,"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Bourrache,"Choux (cabus, fleur, chinois, milan, frisé, rave)",14,+,,
Bourrache,"Choux (cabus, fleur, chinois, milan, frisé, rave)",13,+,,
Bourrache,Chou de bruxelles,23,+,,
Bourrache,Chou de bruxelles,15,+,,
Bourrache,Concombre,23,+,,
Bourrache,Concombre,17,+,,
Bourrache,"Courge, Citrouille, Potiron",23,+,,
Bourrache,"Courge, Citrouille, Potiron",17,+,,
Bourrache,"Courge, Citrouille, Potiron",16,+,,
Bourrache,"Courge, Citrouille, Potiron",11,+,,
Bourrache,Endive,14,+,,
Bourrache,Fève & Fèverole,4,+,,
Bourrache,Fraise,6,+,,
Bourrache,Fraise,23,+,,
Bourrache,Fraise,17,+,,
Bourrache,Fraise,16,+,,
Bourrache,Fraise,15,+,,
Bourrache,Fraise,11,+,,
Bourrache,"Haricots (à rame, à grain, blancs, violets, nains)",3,+,,
Bourrache,"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Bourrache,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Bourrache,"Haricots (à rame, à grain, blancs, violets, nains)",4,+,,
Bourrache,Laitue (Salade),3,+,,
Bourrache,Laitue (Salade),15,+,,
Bourrache,Pois,14,+,,
Bourrache,Pois,23,+,,
Bourrache,Tanaisie,23,+,,
Bourrache,Tomate,9,+,,
Bourrache,Tomate,3,+,,
Bourrache,Tomate,23,+,,
Bourrache,Tomate,17,+,,
Bourrache,Tomate,16,+,,
Bourrache,Tomate,15,+,,
Bourrache,Tomate,11,+,,
Brocoli,Camomille,4,+,,
Brocoli,Camomille,9,+,,
Brocoli,Camomille,19,+,,
Brocoli,Capucine,4,+,,
Brocoli,Capucine,23,+,,
Brocoli,Céleris (branche & rave),4,+,,
Brocoli,Céleris (branche & rave),9,+,,
Brocoli,Céleris (branche & rave),15,+,,
Brocoli,Céleris (branche & rave),19,+,,
Brocoli,Cerfeuil,15,+,,
Brocoli,"Choux (cabus, fleur, chinois, milan, frisé, rave)",9,+,,
Brocoli,Concombre,9,+,,
Brocoli,Concombre,4,+,,
Brocoli,Concombre,23,+,,
Brocoli,Concombre,17,+,,
Brocoli,Concombre,15,+,,
Brocoli,Coriandre,23,+,,
Brocoli,Epinard,15,+,,
Brocoli,Fève & Fèverole,9,+,,
Brocoli,Fève & Fèverole,4,+,,
Brocoli,Fève & Fèverole,23,+,,
Brocoli,"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Brocoli,"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Brocoli,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Brocoli,Mâche,15,+,,
Brocoli,Melon,15,+,,
Brocoli,Menthe,4,+,,
Brocoli,Menthe,9,+,,
Brocoli,Menthe,15,+,,
Brocoli,Menthe,19,+,,
Brocoli,Oignon,9,+,,
Brocoli,Oignon,4,+,,
Brocoli,Oignon,20,+,,
Brocoli,Oignon,19,+,,
Brocoli,Oignon,17,+,,
Brocoli,Origan (Marjolaine),9,+,,
Brocoli,Origan (Marjolaine),4,+,,
Brocoli,Origan (Marjolaine),23,+,,
Brocoli,Pois,15,+,,
Brocoli,Pomme de terre,9,+,,
Brocoli,Pomme de terre,4,+,,
Brocoli,Pomme de terre,23,+,,
Brocoli,Pomme de terre,17,+,,
Brocoli,Romarin,4,+,,
Brocoli,Romarin,9,+,,
Brocoli,Romarin,19,+,,
Brocoli,Sauge,4,+,,
Brocoli,Sauge,9,+,,
Brocoli,Soucis,23,+,,
Brocoli,Tomate,9,+,,
Brocoli,Tomate,23,+,,
Brocoli,Tomate,17,+,,
Camomille,Céleris (branche & rave),1,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",9,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",23,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",22,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",21,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",20,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",19,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",17,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",16,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Camomille,"Choux (cabus, fleur, chinois, milan, frisé, rave)",11,+,,
Camomille,Chou de bruxelles,1,+,,
Camomille,Concombre,15,+,,
Camomille,"Courge, Citrouille, Potiron",15,+,,
Camomille,Fraise,15,+,,
Camomille,Menthe,15,+,,
Camomille,Oignon,9,+,,
Camomille,Oignon,20,+,,
Camomille,Oignon,17,+,,
Camomille,Oignon,16,+,,
Camomille,Oignon,15,+,,
Camomille,Oignon,11,+,,
Camomille,Poireau,1,+,,
Camomille,Poivron,15,+,,
Camomille,Pomme de terre,1,+,,
Camomille,Tomate,15,+,,
Capucine,Céleris (branche & rave),15,+,,
Capucine,Céleris (branche & rave),20,+,,
Capucine,Céleris (branche & rave),21,+,,
Capucine,Céleris (branche & rave),22,+,,
Capucine,Cerise,6,+,,
Capucine,Cerise,23,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",23,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",20,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",18,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",17,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",16,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",11,+,,
Capucine,Chou de bruxelles,4,+,,
Capucine,Chou de bruxelles,9,+,,
Capucine,"Choux (cabus, fleur, chinois, milan, frisé, rave)",9,+,,
Capucine,Concombre,6,+,,
Capucine,Concombre,23,+,,
Capucine,Concombre,20,+,,
Capucine,Concombre,19,+,,
Capucine,Concombre,18,+,,
Capucine,Concombre,17,+,,
Capucine,Concombre,16,+,,
Capucine,Concombre,15,+,,
Capucine,Coriandre,15,+,,
Capucine,Cornichon,6,+,,
Capucine,"Courge, Citrouille, Potiron",9,+,,
Capucine,"Courge, Citrouille, Potiron",6,+,,
Capucine,"Courge, Citrouille, Potiron",4,+,,
Capucine,"Courge, Citrouille, Potiron",23,+,,
Capucine,"Courge, Citrouille, Potiron",22,+,,
Capucine,"Courge, Citrouille, Potiron",20,+,,
Capucine,"Courge, Citrouille, Potiron",17,+,,
Capucine,"Courge, Citrouille, Potiron",16,+,,
Capucine,"Courge, Citrouille, Potiron",15,+,,
Capucine,"Courge, Citrouille, Potiron",11,+,,
Capucine,"Courge, Citrouille, Potiron",1,+,,
Capucine,Courgette,6,+,,
Capucine,Courgette,23,+,,
Capucine,Courgette,19,+,,
Capucine,Courgette,17,+,,
Capucine,Courgette,1,+,,
Capucine,Melon,18,+,,
Capucine,Melon,20,+,,
Capucine,Mûre,23,+,,
Capucine,Navet,17,+,,
Capucine,Pois,15,+,,
Capucine,Pomme de terre,9,+,,
Capucine,Pomme de terre,6,+,,
Capucine,Pomme de terre,23,+,,
Capucine,Pomme de terre,17,+,,
Capucine,Pomme de terre,15,+,,
Capucine,Pomme de terre,1,+,,
Capucine,Pomme,23,+,,
Capucine,Pomme,17,+,,
Capucine,Prune,6,+,,
Capucine,Radis,23,+,,
Capucine,Radis,22,+,,
Capucine,Radis,21,+,,
Capucine,Radis,20,+,,
Capucine,Radis,17,+,,
Capucine,Radis,16,+,,
Capucine,Radis,11,+,,
Capucine,Rutabaga,15,+,,
Capucine,Tomate,6,+,,
Capucine,Tomate,23,+,,
Capucine,Tomate,22,+,,
Capucine,Tomate,16,+,,
Capucine,Tomate,15,+,,
Capucine,Tomate,11,+,,
Capucine,Tomate,1,+,,
Cardon,Mâche,15,+,,
Cardon,Radis,15,+,,
Carotte,Céleris (branche & rave),10,+,,
Carotte,Céleris (branche & rave),6,+,,
Carotte,Cerfeuil,9,+,,
Carotte,Cerfeuil,6,+,,
Carotte,Cerfeuil,15,+,,
Carotte,Cerfeuil,1,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",9,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",6,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",3,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",20,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",17,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",14,+,,
Carotte,"Choux (cabus, fleur, chinois, milan, frisé, rave)",10,+,,
Carotte,Chou de bruxelles,14,+,,
Carotte,Ciboulette,9,+,,
Carotte,Ciboulette,6,+,,
Carotte,Ciboulette,5,+,,
Carotte,Ciboulette,3,+,,
Carotte,Ciboulette,23,+,,
Carotte,Ciboulette,20,+,,
Carotte,Ciboulette,2,+,,
Carotte,Ciboulette,17,+,,
Carotte,Ciboulette,16,+,,
Carotte,Ciboulette,15,+,,
Carotte,Ciboulette,14,+,,
Carotte,Ciboulette,13,+,,
Carotte,Ciboulette,11,+,,
Carotte,Ciboulette,1,+,,
Carotte,Concombre,23,+,,
Carotte,Concombre,20,+,,
Carotte,Concombre,17,+,,
Carotte,Coriandre,9,+,,
Carotte,Coriandre,23,+,,
Carotte,Coriandre,17,+,,
Carotte,Coriandre,15,+,,
Carotte,Cresson,15,+,,
Carotte,Cresson,14,+,,
Carotte,Echalote,9,+,,
Carotte,Echalote,6,+,,
Carotte,Echalote,5,+,,
Carotte,Echalote,4,+,,
Carotte,Echalote,15,+,,
Carotte,Echalote,12,+,,
Carotte,Echalote,10,+,,
Carotte,Endive,9,+,,
Carotte,Endive,7,+,,
Carotte,Endive,6,+,,
Carotte,Endive,3,+,,
Carotte,Endive,15,+,,
Carotte,Endive,14,+,,
Carotte,Epinard,9,+,,
Carotte,Epinard,6,+,,
Carotte,Epinard,10,+,,
Carotte,Fève & Fèverole,9,+,,
Carotte,Fève & Fèverole,6,+,,
Carotte,Fève & Fèverole,4,+,,
Carotte,Fève & Fèverole,19,+,,
Carotte,Fève & Fèverole,15,+,,
Carotte,Fève & Fèverole,10,+,,
Carotte,Fève & Fèverole,1,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",11,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",20,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",19,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",18,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",1,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",4,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",2,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",16,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",12,+,,
Carotte,"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Carotte,Laitue (Salade),9,+,,
Carotte,Laitue (Salade),6,+,,
Carotte,Laitue (Salade),5,+,,
Carotte,Laitue (Salade),23,+,,
Carotte,Laitue (Salade),22,+,,
Carotte,Laitue (Salade),21,+,,
Carotte,Laitue (Salade),20,+,,
Carotte,Laitue (Salade),2,+,,
Carotte,Laitue (Salade),19,+,,
Carotte,Laitue (Salade),18,+,,
Carotte,Laitue (Salade),17,+,,
Carotte,Laitue (Salade),16,+,,
Carotte,Laitue (Salade),15,+,,
Carotte,Laitue (Salade),12,+,,
Carotte,Laitue (Salade),11,+,,
Carotte,Laitue (Salade),10,+,,
Carotte,Laitue (Salade),1,+,,
Carotte,Navet,9,+,,
Carotte,Navet,5,+,,
Carotte,Navet,2,+,,
Carotte,Oignon,9,+,,
Carotte,Oignon,8,+,,
Carotte,Oignon,7,+,,
Carotte,Oignon,6,+,,
Carotte,Oignon,5,+,,
Carotte,Oignon,4,+,,
Carotte,Oignon,3,+,,
Carotte,Oignon,23,+,,
Carotte,Oignon,22,+,,
Carotte,Oignon,21,+,,
Carotte,Oignon,20,+,,
Carotte,Oignon,2,+,,
Carotte,Oignon,19,+,,
Carotte,Oignon,18,+,,
Carotte,Oignon,17,+,,
Carotte,Oignon,16,+,,
Carotte,Oignon,15,+,,
Carotte,Oignon,14,+,,
Carotte,Oignon,13,+,,
Carotte,Oignon,12,+,,
Carotte,Oignon,11,+,,
Carotte,Oignon,10,+,,
Carotte,Oignon,1,+,,
Carotte,Origan (Marjolaine),23,+,,
Carotte,Panais,1,+,,
Carotte,Panais,6,+,,
Carotte,Panais,14,+,,
Carotte,Persil,9,+,,
Carotte,Persil,19,+,,
Carotte,Persil,15,+,,
Carotte,Persil,1,+,,
Carotte,Piment,9,+,,
Carotte,Piment,4,+,,
Carotte,Piment,20,+,,
Carotte,Piment,17,+,,
Carotte,Piment,15,+,,
Carotte,Poireau,9,+,,
Carotte,Poireau,8,+,,
Carotte,Poireau,7,+,,
Carotte,Poireau,6,+,,
Carotte,Poireau,5,+,,
Carotte,Poireau,4,+,,
Carotte,Poireau,3,+,,
Carotte,Poireau,23,+,,
Carotte,Poireau,20,+,,
Carotte,Poireau,2,+,,
Carotte,Poireau,19,+,,
Carotte,Poireau,17,+,,
Carotte,Poireau,16,+,,
Carotte,Poireau,15,+,,
Carotte,Poireau,14,+,,
Carotte,Poireau,13,+,,
Carotte,Poireau,12,+,,
Carotte,Poireau,11,+,,
Carotte,Poireau,10,+,,
Carotte,Poireau,1,+,,
Carotte,Pois,9,+,,
Carotte,Pois,7,+,,
Carotte,Pois,6,+,,
Carotte,Pois,5,+,,
Carotte,Pois,4,+,,
Carotte,Pois,3,+,,
Carotte,Pois,23,+,,
Carotte,Pois,22,+,,
Carotte,Pois,21,+,,
Carotte,Pois,20,+,,
Carotte,Pois,2,+,,
Carotte,Pois,19,+,,
Carotte,Pois,18,+,,
Carotte,Pois,17,+,,
Carotte,Pois,16,+,,
Carotte,Pois,15,+,,
Carotte,Pois,14,+,,
Carotte,Pois,11,+,,
Carotte,Pois,10,+,,
Carotte,Pois,1,+,,
Carotte,Poivron,9,+,,
Carotte,Poivron,8,+,,
Carotte,Poivron,17,+,,
Carotte,Poivron,15,+,,
Carotte,Poivron,14,+,,
Carotte,Radis,9,+,,
Carotte,Radis,8,+,,
Carotte,Radis,7,+,,
Carotte,Radis,6,+,,
Carotte,Radis,5,+,,
Carotte,Radis,4,+,,
Carotte,Radis,3,+,,
Carotte,Radis,23,+,,
Carotte,Radis,20,+,,
Carotte,Radis,2,+,,
Carotte,Radis,19,+,,
Carotte,Radis,18,+,,
Carotte,Radis,17,+,,
Carotte,Radis,15,+,,
Carotte,Radis,14,+,,
Carotte,Radis,12,+,,
Carotte,Radis,11,+,,
Carotte,Radis,10,+,,
Carotte,Radis,1,+,,
Carotte,Romarin,9,+,,
Carotte,Romarin,6,+,,
Carotte,Romarin,5,+,,
Carotte,Romarin,4,+,,
Carotte,Romarin,23,+,,
Carotte,Romarin,22,+,,
Carotte,Romarin,20,+,,
Carotte,Romarin,19,+,,
Carotte,Romarin,17,+,,
Carotte,Romarin,16,+,,
Carotte,Romarin,15,+,,
Carotte,Romarin,11,+,,
Carotte,Salsifis,6,+,,
Carotte,Salsifis,5,+,,
Carotte,Salsifis,15,+,,
Carotte,Salsifis,11,+,,
Carotte,Sauge,9,+,,
Carotte,Sauge,4,+,,
Carotte,Sauge,23,+,,
Carotte,Sauge,22,+,,
Carotte,Sauge,21,+,,
Carotte,Sauge,20,+,,
Carotte,Sauge,18,+,,
Carotte,Sauge,17,+,,
Carotte,Sauge,16,+,,
Carotte,Sauge,15,+,,
Carotte,Sauge,11,+,,
Carotte,Soucis,8,+,,
Carotte,Soucis,23,+,,
Carotte,Tomate,9,+,,
Carotte,Tomate,8,+,,
Carotte,Tomate,7,+,,
Carotte,Tomate,6,+,,
Carotte,Tomate,5,+,,
Carotte,Tomate,4,+,,
Carotte,Tomate,3,+,,
Carotte,Tomate,23,+,,
Carotte,Tomate,22,+,,
Carotte,Tomate,21,+,,
Carotte,Tomate,20,+,,
Carotte,Tomate,2,+,,
Carotte,Tomate,19,+,,
Carotte,Tomate,18,+,,
Carotte,Tomate,17,+,,
Carotte,Tomate,16,+,,
Carotte,Tomate,15,+,,
Carotte,Tomate,14,+,,
Carotte,Tomate,13,+,,
Carotte,Tomate,12,+,,
Carotte,Tomate,11,+,,
Carotte,Tomate,10,+,,
Carotte,Tomate,1,+,,
Carvi,Fenouil,15,+,,
Carvi,Pois,15,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",1,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",3,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",4,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",6,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",9,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",10,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",11,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",14,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",16,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",17,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",18,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",19,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",20,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",21,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",22,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",23,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",13,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",5,+,,
Céleris (branche & rave),Ciboulette,17,+,,
Céleris (branche & rave),Concombre,5,+,,
Céleris (branche & rave),Concombre,6,+,,
Céleris (branche & rave),Concombre,9,+,,
Céleris (branche & rave),Concombre,10,+,,
Céleris (branche & rave),Concombre,14,+,,
Céleris (branche & rave),Concombre,15,+,,
Céleris (branche & rave),Cornichon,5,+,,
Céleris (branche & rave),Cornichon,9,+,,
Céleris (branche & rave),"Courge, Citrouille, Potiron",9,+,,
Céleris (branche & rave),Epinard,3,+,,
Céleris (branche & rave),Epinard,9,+,,
Céleris (branche & rave),Epinard,14,+,,
Céleris (branche & rave),Epinard,15,+,,
Céleris (branche & rave),Epinard,17,+,,
Céleris (branche & rave),Epinard,18,+,,
Céleris (branche & rave),Epinard,19,+,,
Céleris (branche & rave),Epinard,20,+,,
Céleris (branche & rave),Fève & Fèverole,4,+,,
Céleris (branche & rave),Fève & Fèverole,5,+,,
Céleris (branche & rave),Fève & Fèverole,9,+,,
Céleris (branche & rave),Fenouil,6,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",5,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",11,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",6,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",17,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",22,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",1,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",3,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",9,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",10,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",14,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",15,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",16,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",18,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",20,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",23,+,,
Céleris (branche & rave),Laitue (Salade),15,+,,
Céleris (branche & rave),Mâche,14,+,,
Céleris (branche & rave),Navet,15,+,,
Céleris (branche & rave),Oignon,4,+,,
Céleris (branche & rave),Oignon,9,+,,
Céleris (branche & rave),Oignon,17,+,,
Céleris (branche & rave),Oignon,18,+,,
Céleris (branche & rave),Oignon,19,+,,
Céleris (branche & rave),Oignon,20,+,,
Céleris (branche & rave),Oignon,21,+,,
Céleris (branche & rave),Oignon,22,+,,
Céleris (branche & rave),Poireau,1,+,,
Céleris (branche & rave),Poireau,3,+,,
Céleris (branche & rave),Poireau,4,+,,
Céleris (branche & rave),Poireau,5,+,,
Céleris (branche & rave),Poireau,6,+,,
Céleris (branche & rave),Poireau,9,+,,
Céleris (branche & rave),Poireau,10,+,,
Céleris (branche & rave),Poireau,11,+,,
Céleris (branche & rave),Poireau,14,+,,
Céleris (branche & rave),Poireau,15,+,,
Céleris (branche & rave),Poireau,16,+,,
Céleris (branche & rave),Poireau,17,+,,
Céleris (branche & rave),Poireau,19,+,,
Céleris (branche & rave),Pois,1,+,,
Céleris (branche & rave),Pois,3,+,,
Céleris (branche & rave),Pois,5,+,,
Céleris (branche & rave),Pois,6,+,,
Céleris (branche & rave),Pois,9,+,,
Céleris (branche & rave),Pois,10,+,,
Céleris (branche & rave),Pois,14,+,,
Céleris (branche & rave),Pois,15,+,,
Céleris (branche & rave),Pois,17,+,,
Céleris (branche & rave),Pois,23,+,,
Céleris (branche & rave),Pomme de terre,5,+,,
Céleris (branche & rave),Radis,9,+,,
Céleris (branche & rave),Radis,10,+,,
Céleris (branche & rave),Sauge,17,+,,
Céleris (branche & rave),Tomate,1,+,,
Céleris (branche & rave),Tomate,3,+,,
Céleris (branche & rave),Tomate,4,+,,
Céleris (branche & rave),Tomate,5,+,,
Céleris (branche & rave),Tomate,6,+,,
Céleris (branche & rave),Tomate,9,+,,
Céleris (branche & rave),Tomate,10,+,,
Céleris (branche & rave),Tomate,11,+,,
Céleris (branche & rave),Tomate,14,+,,
Céleris (branche & rave),Tomate,15,+,,
Céleris (branche & rave),Tomate,16,+,,
Céleris (branche & rave),Tomate,17,+,,
Céleris (branche & rave),Tomate,18,+,,
Céleris (branche & rave),Tomate,19,+,,
Céleris (branche & rave),Tomate,20,+,,
Céleris (branche & rave),Tomate,21,+,,
Céleris (branche & rave),Tomate,22,+,,
Céleris (branche & rave),Tomate,23,+,,
Céleris (branche & rave),Cornichon,6,+,,
Céleris (branche & rave),Laitue (Salade),9,+,,
Céleris (branche & rave),Laitue (Salade),11,+,,
Céleris (branche & rave),Pomme de terre,6,+,,
Céleris (branche & rave),Pomme de terre,15,+,,
Céleris (branche & rave),Radis,6,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",2,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",7,+,,
Céleris (branche & rave),"Choux (cabus, fleur, chinois, milan, frisé, rave)",12,+,,
Céleris (branche & rave),Chou de bruxelles,4,+,,
Céleris (branche & rave),Chou de bruxelles,9,+,,
Céleris (branche & rave),Chou de bruxelles,14,+,,
Céleris (branche & rave),Chou de bruxelles,15,+,,
Céleris (branche & rave),Concombre,1,+,,
Céleris (branche & rave),Concombre,3,+,,
Céleris (branche & rave),Concombre,4,+,,
Céleris (branche & rave),Concombre,19,+,,
Céleris (branche & rave),Endive,9,+,,
Céleris (branche & rave),Epinard,4,+,,
Céleris (branche & rave),Epinard,5,+,,
Céleris (branche & rave),Epinard,6,+,,
Céleris (branche & rave),Epinard,7,+,,
Céleris (branche & rave),Fève & Fèverole,1,+,,
Céleris (branche & rave),Fève & Fèverole,6,+,,
Céleris (branche & rave),Fève & Fèverole,10,+,,
Céleris (branche & rave),Fève & Fèverole,15,+,,
Céleris (branche & rave),Fève & Fèverole,19,+,,
Céleris (branche & rave),Fenouil,1,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",12,+,,
Céleris (branche & rave),"Haricots (à rame, à grain, blancs, violets, nains)",19,+,,
Céleris (branche & rave),Laitue (Salade),5,+,,
Céleris (branche & rave),Oignon,15,+,,
Céleris (branche & rave),Origan (Marjolaine),23,+,,
Céleris (branche & rave),Persil,11,+,,
Céleris (branche & rave),Poireau,2,+,,
Céleris (branche & rave),Poireau,7,+,,
Céleris (branche & rave),Poireau,23,+,,
Céleris (branche & rave),Pois,4,+,,
Céleris (branche & rave),Pomme de terre,1,+,,
Céleris (branche & rave),Pomme de terre,9,+,,
Céleris (branche & rave),Radis,2,+,,
Céleris (branche & rave),Tomate,2,+,,
Céleris (branche & rave),Tomate,12,+,,
Cerfeuil,Chou de bruxelles,15,+,,
Cerfeuil,"Choux (cabus, fleur, chinois, milan, frisé, rave)",15,+,,
Cerfeuil,Coriandre,23,+,,
Cerfeuil,Fraise,8,+,,
Cerfeuil,Laitue (Salade),8,+,,
Cerfeuil,Laitue (Salade),23,+,,
Cerfeuil,Laitue (Salade),17,+,,
Cerfeuil,Laitue (Salade),1,+,,
Cerfeuil,Oignon,8,+,,
Cerfeuil,Persil,23,+,,
Cerfeuil,Radis,9,+,,
Cerfeuil,Radis,5,+,,
Cerfeuil,Radis,23,+,,
Cerfeuil,Radis,20,+,,
Cerfeuil,Radis,2,+,,
Cerfeuil,Radis,17,+,,
Cerfeuil,Radis,16,+,,
Cerfeuil,Radis,15,+,,
Cerfeuil,Radis,11,+,,
Cerfeuil,Radis,1,+,,
Cerfeuil,Tomate,6,+,,
Cerfeuil,Tomate,15,+,,
Cerise,Ciboulette,23,+,,
Cerise,Epinard,23,+,,
Cerise,Laitue (Salade),23,+,,
Cerise,Mélisse,23,+,,
Cerise,Ortie,6,+,,
Cerise,Raifort,23,+,,
Cerise,Soucis,6,+,,
Cerise,Soucis,23,+,,
Cerise,Tanaisie,23,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Concombre,9,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Concombre,7,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Concombre,6,+,,
"Choux (cabus, fleur, chinois, milan, frisé, rave)",Concombre,5,+,,
